波长,Blue,Green,Red,Warm White,Cold White
489(mW/m2/nm),0.036697247706422000,0.891719745222930000,0.000000000000000000,1.082467670129320000,2.428703725690400000
490(mW/m2/nm),0.034862385321100900,1.012738853503180000,0.000000000000000000,1.107059571761710000,2.447700235081800000
491(mW/m2/nm),0.033027522935779800,1.133757961783440000,0.000000000000000000,1.125715497138010000,2.461472704390570000
492(mW/m2/nm),0.033027522935779800,1.273885350318470000,0.000000000000000000,1.150731397074410000,2.480231757414580000
493(mW/m2/nm),0.033944954128440400,1.426751592356690000,0.000000000000000000,1.182531269874920000,2.508726521501670000
494(mW/m2/nm),0.033944954128440400,1.585987261146500000,0.000000000000000000,1.215603137587450000,2.541495500201840000
495(mW/m2/nm),0.029357798165137600,1.777070063694270000,0.000000000000000000,1.250370998516010000,2.578063780780280000
496(mW/m2/nm),0.024770642201834900,1.961783439490450000,0.000000000000000000,1.294890820436720000,2.609408021276090000
497(mW/m2/nm),0.023853211009174300,2.171974522292990000,0.000000000000000000,1.344074623701510000,2.661173509367650000
498(mW/m2/nm),0.024770642201834900,2.382165605095540000,0.000000000000000000,1.400466398134410000,2.704153111865700000
499(mW/m2/nm),0.024770642201834900,2.617834394904460000,0.000000000000000000,1.455586177655290000,2.765891767387740000
500(mW/m2/nm),0.022935779816513800,2.885350318471340000,0.000000000000000000,1.507313970744120000,2.819556906418450000
501(mW/m2/nm),0.020183486238532100,3.152866242038220000,0.000000000000000000,1.574729701081200000,2.882007931042670000
502(mW/m2/nm),0.021100917431192700,3.496815286624200000,0.000000000000000000,1.638753444986220000,2.939947284686440000
503(mW/m2/nm),0.022018348623853200,3.840764331210190000,0.000000000000000000,1.710409158363370000,3.011659107638970000
504(mW/m2/nm),0.021100917431192700,4.203821656050960000,0.000000000000000000,1.776976892092430000,3.067223897608820000
505(mW/m2/nm),0.021100917431192700,4.566878980891720000,0.000000000000000000,1.845664617341530000,3.129674922233040000
506(mW/m2/nm),0.020183486238532100,4.929936305732480000,0.000000000000000000,1.918168327326690000,3.189039014081160000
507(mW/m2/nm),0.021100917431192700,5.350318471337580000,0.000000000000000000,1.997032011871950000,3.254102058746710000
508(mW/m2/nm),0.022018348623853200,5.770700636942680000,0.000000000000000000,2.061479754080980000,3.307529741410020000
509(mW/m2/nm),0.021100917431192700,6.191082802547770000,0.000000000000000000,2.139071443714220000,3.360245054971150000
510(mW/m2/nm),0.018348623853211000,6.624203821656050000,0.000000000000000000,2.208607165571340000,3.413435281267070000
511(mW/m2/nm),0.017431192660550500,7.006369426751590000,0.000000000000000000,2.269662921348310000,3.471612091278230000
512(mW/m2/nm),0.017431192660550500,7.452229299363060000,0.000000000000000000,2.336230655077380000,3.514591693776270000
513(mW/m2/nm),0.018348623853211000,7.898089171974520000,0.000000000000000000,2.409158363366550000,3.566594638235220000
514(mW/m2/nm),0.016513761467889900,8.280254777070060000,0.000000000000000000,2.469790120839520000,3.611236435305010000
515(mW/m2/nm),0.015596330275229400,8.662420382165600000,0.000000000000000000,2.541445834216660000,3.657065514211760000
516(mW/m2/nm),0.017431192660550500,8.980891719745220000,0.000000000000000000,2.604197583209670000,3.691496687483680000
517(mW/m2/nm),0.022018348623853200,9.299363057324840000,0.000000000000000000,2.677125291498830000,3.735426115451290000
518(mW/m2/nm),0.024770642201834900,9.554140127388540000,0.000000000000000000,2.734365062539750000,3.774843872438440000
519(mW/m2/nm),0.023853211009174300,9.745222929936310000,0.000000000000000000,2.794996820012720000,3.813311803956020000
520(mW/m2/nm),0.022935779816513800,9.936305732484080000,0.000000000000000000,2.856476574093700000,3.847268064493150000
521(mW/m2/nm),0.021100917431192700,10.000000000000000000,0.000000000000000000,2.921772312910750000,3.876950110417210000
522(mW/m2/nm),0.019266055045871600,10.000000000000000000,0.000000000000000000,2.976892092431630000,3.911381283689120000
523(mW/m2/nm),0.018348623853211000,10.000000000000000000,0.000000000000000000,3.030315878736490000,3.941300785980580000
524(mW/m2/nm),0.016513761467889900,9.872611464968150000,0.000000000000000000,3.089675641297440000,3.975494502885100000
525(mW/m2/nm),0.015596330275229400,9.745222929936310000,0.000000000000000000,3.145219419122320000,3.989741884928640000
526(mW/m2/nm),0.016513761467889900,9.617834394904460000,0.000000000000000000,3.214331142675430000,4.028684729181010000
527(mW/m2/nm),0.016513761467889900,9.426751592356690000,0.000000000000000000,3.262666949332200000,4.041507373020210000
528(mW/m2/nm),0.018348623853211000,9.171974522292990000,0.000000000000000000,3.322874708501170000,4.074276351720370000
529(mW/m2/nm),0.021100917431192700,8.917197452229300000,0.000000000000000000,3.380962476150100000,4.101583833970510000
530(mW/m2/nm),0.022935779816513800,8.598726114649680000,0.000000000000000000,3.430146279414880000,4.113931565074920000
531(mW/m2/nm),0.023853211009174300,8.343949044585990000,0.000000000000000000,3.481874072503710000,4.130316054425000000
532(mW/m2/nm),0.023853211009174300,8.025477707006370000,0.000000000000000000,3.533177867288530000,4.157148623940350000
533(mW/m2/nm),0.022018348623853200,7.707006369426750000,0.000000000000000000,3.591689633241470000,4.175432764229570000
534(mW/m2/nm),0.019266055045871600,7.324840764331210000,0.000000000000000000,3.644265422938310000,4.199890770071000000
535(mW/m2/nm),0.018348623853211000,7.006369426751590000,0.000000000000000000,3.704473182107270000,4.213188326644980000
536(mW/m2/nm),0.017431192660550500,6.687898089171980000,0.000000000000000000,3.751112995548020000,4.226010970484170000
537(mW/m2/nm),0.016513761467889900,6.343949044585990000,0.000000000000000000,3.807080771676910000,4.239783439792940000
538(mW/m2/nm),0.015596330275229400,6.044585987261150000,0.000000000000000000,3.860504557981770000,4.257117754612590000
539(mW/m2/nm),0.015596330275229400,5.745222929936310000,0.000000000000000000,3.913504345982620000,4.267328378410470000
540(mW/m2/nm),0.014678899082568800,5.471337579617840000,0.000000000000000000,3.967352130591480000,4.280863391351840000
541(mW/m2/nm),0.014678899082568800,5.197452229299360000,0.000000000000000000,4.027559889760440000,4.282763042290980000
542(mW/m2/nm),0.012844036697247700,4.929936305732480000,0.000000000000000000,4.082255670977320000,4.300097357110630000
543(mW/m2/nm),0.010091743119266100,4.656050955414010000,0.000000000000000000,4.140767436930250000,4.314107282786790000
544(mW/m2/nm),0.009174311926605510,4.407643312101910000,0.000000000000000000,4.195039219843120000,4.330254315769480000
545(mW/m2/nm),0.009174311926605510,4.171974522292990000,0.000000000000000000,4.260758956964170000,4.338090375893430000
546(mW/m2/nm),0.011009174311926600,3.936305732484080000,0.000000000000000000,4.330294678821290000,4.349013368793480000
547(mW/m2/nm),0.015596330275229400,3.726114649681530000,0.000000000000000000,4.394318422726310000,4.346163892384770000
548(mW/m2/nm),0.021100917431192700,3.515923566878980000,0.000000000000000000,4.460038159847360000,4.354712321610900000
549(mW/m2/nm),0.018348623853211000,3.312101910828030000,0.000000000000000000,4.518125927496290000,4.371334267328380000
550(mW/m2/nm),0.014678899082568800,3.114649681528660000,0.000000000000000000,4.581301674793300000,4.375845938308840000
551(mW/m2/nm),0.012844036697247700,2.929936305732480000,0.000000000000000000,4.655925376298500000,4.385819105739320000
552(mW/m2/nm),0.014678899082568800,2.764331210191080000,0.000000000000000000,4.736061055755780000,4.393180253128490000
553(mW/m2/nm),0.015596330275229400,2.598726114649680000,0.000000000000000000,4.810260758956960000,4.393655165863270000
554(mW/m2/nm),0.015596330275229400,2.445859872611470000,0.000000000000000000,4.882764468942120000,4.401016313252440000
555(mW/m2/nm),0.016513761467889900,2.286624203821660000,0.000000000000000000,4.959508161967350000,4.404578158763330000
556(mW/m2/nm),0.013761467889908300,2.152866242038220000,0.000000000000000000,5.030739877040490000,4.402678507824190000
557(mW/m2/nm),0.011009174311926600,2.012738853503180000,0.000000000000000000,5.101547593809630000,4.407902547906820000
558(mW/m2/nm),0.008256880733944950,1.878980891719750000,0.000000000000000000,5.201187195251220000,4.413838957091630000
559(mW/m2/nm),0.003669724770642200,1.745222929936310000,0.000000000000000000,5.270298918804330000,4.409802198845960000
560(mW/m2/nm),0.002752293577981650,1.624203821656050000,0.000000000000000000,5.376298494806020000,4.413601500724240000
561(mW/m2/nm),0.006422018348623850,1.541401273885350000,0.000000000000000000,5.455586177655290000,4.412414218887280000
562(mW/m2/nm),0.010091743119266100,1.458598726114650000,0.000000000000000000,5.544625821496720000,4.416925889867740000
563(mW/m2/nm),0.008256880733944950,1.369426751592360000,0.000000000000000000,5.635361458554170000,4.414313869826420000
564(mW/m2/nm),0.006422018348623850,1.280254777070060000,0.047619047619047600,5.730337078651680000,4.401966138722010000
565(mW/m2/nm),0.006422018348623850,1.197452229299360000,0.047619047619047600,5.828704685181260000,4.404340702395940000
566(mW/m2/nm),0.005504587155963300,1.121019108280250000,0.047619047619047600,5.923256306974770000,4.398641749578520000
567(mW/m2/nm),0.008256880733944950,1.044585987261150000,0.047619047619047600,6.023743905024380000,4.397217011374160000
568(mW/m2/nm),0.012844036697247700,0.974522292993631000,0.047619047619047600,6.136103455586180000,4.395554816802410000
569(mW/m2/nm),0.014678899082568800,0.910828025477707000,0.047619047619047600,6.223023107907570000,4.393655165863270000
570(mW/m2/nm),0.009174311926605510,0.853503184713376000,0.047619047619047600,6.326478694085220000,4.378695414717550000
571(mW/m2/nm),0.004587155963302750,0.802547770700637000,0.047619047619047600,6.435022259910960000,4.381069978391470000
572(mW/m2/nm),0.006422018348623850,0.751592356687898000,0.047619047619047600,6.544837820648720000,4.371334267328380000
573(mW/m2/nm),0.007339449541284400,0.700636942675159000,0.047619047619047600,6.650837396650410000,4.361123643530500000
574(mW/m2/nm),0.007339449541284400,0.656050955414013000,0.047619047619047600,6.762772948908200000,4.354949777978300000
575(mW/m2/nm),0.007339449541284400,0.611464968152866000,0.047619047619047600,6.876828492686030000,4.342364590506500000
576(mW/m2/nm),0.006422018348623850,0.573248407643312000,0.095238095238095200,6.997668009327960000,4.349725737895660000
577(mW/m2/nm),0.004587155963302750,0.528662420382166000,0.095238095238095200,7.093491626033500000,4.327167382993370000
578(mW/m2/nm),0.002752293577981650,0.490445859872611000,0.095238095238095200,7.226627093491630000,4.310307980908510000
579(mW/m2/nm),0.003669724770642200,0.464968152866242000,0.142857142857143000,7.324994700021200000,4.306033766295440000
580(mW/m2/nm),0.003669724770642200,0.439490445859873000,0.142857142857143000,7.436082255670980000,4.287037256904040000
581(mW/m2/nm),0.001834862385321100,0.420382165605096000,0.142857142857143000,7.534449862200550000,4.278726284045310000
582(mW/m2/nm),0.000917431192660551,0.394904458598726000,0.190476190476190000,7.655289378842490000,4.263054163797400000
583(mW/m2/nm),0.004587155963302750,0.382165605095541000,0.190476190476190000,7.777400890396440000,4.243107828936430000
584(mW/m2/nm),0.008256880733944950,0.363057324840764000,0.238095238095238000,7.877888488446050000,4.235034312445090000
585(mW/m2/nm),0.005504587155963300,0.331210191082803000,0.285714285714286000,7.983464066143740000,4.221974212238500000
586(mW/m2/nm),0.000917431192660551,0.286624203821656000,0.285714285714286000,8.098367606529570000,4.202265333744920000
587(mW/m2/nm),0.000000000000000000,0.267515923566879000,0.333333333333333000,8.195463218147130000,4.179944435210030000
588(mW/m2/nm),0.000917431192660551,0.254777070063694000,0.380952380952381000,8.306126775492900000,4.163085033125160000
589(mW/m2/nm),0.000917431192660551,0.248407643312102000,0.428571428571428000,8.395166419334320000,4.144563436468550000
590(mW/m2/nm),0.000000000000000000,0.229299363057325000,0.476190476190476000,8.485902056391770000,4.120342886994520000
591(mW/m2/nm),0.000000000000000000,0.210191082802548000,0.523809523809524000,8.600381598473610000,4.102058746705290000
592(mW/m2/nm),0.000000000000000000,0.203821656050955000,0.571428571428571000,8.691117235531060000,4.079975304537790000
593(mW/m2/nm),0.000000000000000000,0.197452229299363000,0.666666666666667000,8.767860928556280000,4.060266426044210000
594(mW/m2/nm),0.000000000000000000,0.184713375796178000,0.714285714285714000,8.883612465550140000,4.036995702039750000
595(mW/m2/nm),0.000000000000000000,0.178343949044586000,0.809523809523809000,8.952724189103240000,4.015149716239640000
596(mW/m2/nm),0.000000000000000000,0.165605095541401000,0.904761904761905000,9.045155819376720000,3.993303730439530000
597(mW/m2/nm),0.004587155963302750,0.152866242038217000,1.047619047619050000,9.128683485266060000,3.971220288272030000
598(mW/m2/nm),0.005504587155963300,0.140127388535032000,1.142857142857140000,9.213907144371420000,3.943912806021890000
599(mW/m2/nm),0.004587155963302750,0.127388535031847000,1.285714285714290000,9.280898876404490000,3.916367867404360000
600(mW/m2/nm),0.003669724770642200,0.121019108280255000,1.476190476190480000,9.371634513461950000,3.898558639849930000
601(mW/m2/nm),0.002752293577981650,0.108280254777070000,1.666666666666670000,9.432690269238920000,3.874100634008500000
602(mW/m2/nm),0.001834862385321100,0.101910828025478000,1.857142857142860000,9.492050031799870000,3.847742977227930000
603(mW/m2/nm),0.001834862385321100,0.101910828025478000,2.095238095238100000,9.562009751960990000,3.823522427753900000
604(mW/m2/nm),0.000917431192660551,0.108280254777070000,2.333333333333330000,9.614585541657830000,3.804763374729890000
605(mW/m2/nm),0.000000000000000000,0.095541401273885300,2.666666666666670000,9.673521305914780000,3.769144919621020000
606(mW/m2/nm),0.000000000000000000,0.089171974522293000,2.952380952380950000,9.717617129531480000,3.744449457412200000
607(mW/m2/nm),0.000000000000000000,0.089171974522293000,3.333333333333330000,9.782912868348530000,3.714767411488140000
608(mW/m2/nm),0.004587155963302750,0.082802547770700600,3.666666666666670000,9.822768708925160000,3.686035191033650000
609(mW/m2/nm),0.003669724770642200,0.082802547770700600,4.095238095238090000,9.847360610557560000,3.660389903355260000
610(mW/m2/nm),0.000917431192660551,0.082802547770700600,4.523809523809520000,9.889336442654230000,3.631895139268160000
611(mW/m2/nm),0.000000000000000000,0.076433121019108300,5.047619047619050000,9.915624337502650000,3.605062569752810000
612(mW/m2/nm),0.000000000000000000,0.076433121019108300,5.571428571428570000,9.927920288318850000,3.568731745541760000
613(mW/m2/nm),0.000000000000000000,0.070063694267515900,6.142857142857140000,9.952936188255250000,3.539287155985090000
614(mW/m2/nm),0.000000000000000000,0.070063694267515900,6.761904761904760000,9.965656137375450000,3.503668700876210000
615(mW/m2/nm),0.000000000000000000,0.063694267515923600,7.333333333333330000,9.989400042399830000,3.471374634910840000
616(mW/m2/nm),0.000000000000000000,0.050955414012738900,7.952380952380950000,9.992368030527880000,3.439555481680240000
617(mW/m2/nm),0.000000000000000000,0.044585987261146500,8.523809523809520000,9.990248039007840000,3.401799919264840000
618(mW/m2/nm),0.000000000000000000,0.044585987261146500,9.047619047619050000,10.000000000000000000,3.369268396932060000
619(mW/m2/nm),0.000000000000000000,0.044585987261146500,9.523809523809520000,9.988552045791820000,3.333175029088410000
620(mW/m2/nm),0.000000000000000000,0.031847133757961800,9.761904761904760000,9.962264150943400000,3.296131835775180000
621(mW/m2/nm),0.000000000000000000,0.019108280254777100,10.000000000000000000,9.955056179775280000,3.265499964381550000
622(mW/m2/nm),0.000000000000000000,0.019108280254777100,9.904761904761900000,9.941488234047060000,3.228456771068320000
623(mW/m2/nm),0.000000000000000000,0.025477707006369400,9.857142857142860000,9.904176383294470000,3.190938665020300000
624(mW/m2/nm),0.000000000000000000,0.019108280254777100,9.428571428571430000,9.876192495230020000,3.156982404483180000
625(mW/m2/nm),0.000000000000000000,0.012738853503184700,8.952380952380950000,9.834640661437360000,3.120414123904730000
626(mW/m2/nm),0.000000000000000000,0.019108280254777100,8.190476190476190000,9.830824676701290000,3.086220407000210000
627(mW/m2/nm),0.000000000000000000,0.025477707006369400,7.428571428571430000,9.788000847996610000,3.046565193645670000
628(mW/m2/nm),0.000000000000000000,0.025477707006369400,6.619047619047620000,9.727793088827640000,3.006672523923730000
