波长,5:30,6:30,7:30,8:30,9:30,10:30,11:30,12:30,13:30,14:30,15:30,16:30,17:30,18:30,19:30
390(mW/m2/nm),0.433861000000000,0.422310666666667,0.410760333333333,0.399210000000000,0.457269750000000,0.515329500000000,0.573389250000000,0.631449000000000,0.576960500000000,0.522472000000000,0.467983500000000,0.413495000000000,0.281226000000000,0.148957000000000,0.016688000000000
391(mW/m2/nm),0.446153000000000,0.434413666666667,0.422674333333333,0.410935000000000,0.470257750000000,0.529580500000000,0.588903250000000,0.648226000000000,0.592349000000000,0.536472000000000,0.480595000000000,0.424718000000000,0.288965000000000,0.153212000000000,0.017459000000000
392(mW/m2/nm),0.460715000000000,0.448728666666667,0.436742333333333,0.424756000000000,0.485725500000000,0.546695000000000,0.607664500000000,0.668634000000000,0.611453750000000,0.554273500000000,0.497093250000000,0.439913000000000,0.299312333333333,0.158711666666667,0.018111000000000
393(mW/m2/nm),0.475278000000000,0.463044333333333,0.450810666666667,0.438577000000000,0.501193250000000,0.563809500000000,0.626425750000000,0.689042000000000,0.630558500000000,0.572075000000000,0.513591500000000,0.455108000000000,0.309659333333333,0.164210666666667,0.018762000000000
394(mW/m2/nm),0.497800000000000,0.484997000000000,0.472194000000000,0.459391000000000,0.524645250000000,0.589899500000000,0.655153750000000,0.720408000000000,0.659456750000000,0.598505500000000,0.537554250000000,0.476603000000000,0.324317000000000,0.172031000000000,0.019745000000000
395(mW/m2/nm),0.529374000000000,0.515635333333333,0.501896666666667,0.488158000000000,0.557178000000000,0.626198000000000,0.695218000000000,0.764238000000000,0.699494250000000,0.634750500000000,0.570006750000000,0.505263000000000,0.343876666666667,0.182490333333333,0.021104000000000
396(mW/m2/nm),0.560949000000000,0.546274000000000,0.531599000000000,0.516924000000000,0.589710250000000,0.662496500000000,0.735282750000000,0.808069000000000,0.739532750000000,0.670996500000000,0.602460250000000,0.533924000000000,0.363437000000000,0.192950000000000,0.022463000000000
397(mW/m2/nm),0.600107000000000,0.585030333333333,0.569953666666667,0.554877000000000,0.632487500000000,0.710098000000000,0.787708500000000,0.865319000000000,0.792259750000000,0.719200500000000,0.646141250000000,0.573082000000000,0.390153000000000,0.207224000000000,0.024295000000000
398(mW/m2/nm),0.640673000000000,0.625293666666667,0.609914333333333,0.594535000000000,0.677166750000000,0.759798500000000,0.842430250000000,0.925062000000000,0.847343750000000,0.769625500000000,0.691907250000000,0.614189000000000,0.418198000000000,0.222207000000000,0.026216000000000
399(mW/m2/nm),0.681243000000000,0.665434333333333,0.649625666666667,0.633817000000000,0.721193500000000,0.808570000000000,0.895946500000000,0.983323000000000,0.901174000000000,0.819025000000000,0.736876000000000,0.654727000000000,0.445861666666667,0.236996333333333,0.028131000000000
400(mW/m2/nm),0.721830000000000,0.705150000000000,0.688470000000000,0.671790000000000,0.762951500000000,0.854113000000000,0.945274500000000,1.036436000000000,0.950648000000000,0.864860000000000,0.779072000000000,0.693284000000000,0.472198333333333,0.251112666666667,0.030027000000000
401(mW/m2/nm),0.762416000000000,0.744865000000000,0.727314000000000,0.709763000000000,0.804709750000000,0.899656500000000,0.994603250000000,1.089550000000000,1.000122750000000,0.910695500000000,0.821268250000000,0.731841000000000,0.498534666666667,0.265228333333333,0.031922000000000
402(mW/m2/nm),0.801742000000000,0.782975000000000,0.764208000000000,0.745441000000000,0.843856750000000,0.942272500000000,1.040688250000000,1.139104000000000,1.046364500000000,0.953625000000000,0.860885500000000,0.768146000000000,0.523360666666667,0.278575333333333,0.033790000000000
403(mW/m2/nm),0.837280000000000,0.817145000000000,0.797010000000000,0.776875000000000,0.878192000000000,0.979509000000000,1.080826000000000,1.182143000000000,1.086644750000000,0.991146500000000,0.895648250000000,0.800150000000000,0.545271333333333,0.290392666666667,0.035514000000000
404(mW/m2/nm),0.872942000000000,0.851438000000000,0.829934000000000,0.808430000000000,0.912667750000000,1.016905500000000,1.121143250000000,1.225381000000000,1.127106000000000,1.028831000000000,0.930556000000000,0.832281000000000,0.567268333333333,0.302255666666667,0.037243000000000
405(mW/m2/nm),0.883449000000000,0.862023333333333,0.840597666666667,0.819172000000000,0.922573250000000,1.025974500000000,1.129375750000000,1.232777000000000,1.134761250000000,1.036745500000000,0.938729750000000,0.840714000000000,0.573063000000000,0.305412000000000,0.037761000000000
406(mW/m2/nm),0.893873000000000,0.872528000000000,0.851183000000000,0.829838000000000,0.932399500000000,1.034961000000000,1.137522500000000,1.240084000000000,1.142331750000000,1.044579500000000,0.946827250000000,0.849075000000000,0.578808000000000,0.308541000000000,0.038274000000000
407(mW/m2/nm),0.901179000000000,0.879814333333333,0.858449666666667,0.837085000000000,0.939105750000000,1.041126500000000,1.143147250000000,1.245168000000000,1.147541500000000,1.049915000000000,0.952288500000000,0.854662000000000,0.582685333333333,0.310708666666667,0.038732000000000
408(mW/m2/nm),0.906609000000000,0.884999333333333,0.863389666666667,0.841780000000000,0.944048750000000,1.046317500000000,1.148586250000000,1.250855000000000,1.152826000000000,1.054797000000000,0.956768000000000,0.858739000000000,0.585569333333333,0.312399666666667,0.039230000000000
409(mW/m2/nm),0.912146000000000,0.890288000000000,0.868430000000000,0.846572000000000,0.949098250000000,1.051624500000000,1.154150750000000,1.256677000000000,1.158235250000000,1.059793500000000,0.961351750000000,0.862910000000000,0.588518333333333,0.314126666666667,0.039735000000000
410(mW/m2/nm),0.921286000000000,0.899195333333333,0.877104666666667,0.855014000000000,0.958271500000000,1.061529000000000,1.164786500000000,1.268044000000000,1.169183000000000,1.070322000000000,0.971461000000000,0.872600000000000,0.595205333333333,0.317810666666667,0.040416000000000
411(mW/m2/nm),0.931414000000000,0.909094000000000,0.886774000000000,0.864454000000000,0.968570500000000,1.072687000000000,1.176803500000000,1.280920000000000,1.181638500000000,1.082357000000000,0.983075500000000,0.883794000000000,0.602911333333333,0.322028666666667,0.041146000000000
412(mW/m2/nm),0.941267000000000,0.918934000000000,0.896601000000000,0.874268000000000,0.979067000000000,1.083866000000000,1.188665000000000,1.293464000000000,1.193747000000000,1.094030000000000,0.994313000000000,0.894596000000000,0.610348666666667,0.326101333333333,0.041854000000000
413(mW/m2/nm),0.949041000000000,0.927619666666667,0.906198333333333,0.884777000000000,0.989422000000000,1.094067000000000,1.198712000000000,1.303357000000000,1.203225500000000,1.103094000000000,1.002962500000000,0.902831000000000,0.616027666666667,0.329224333333333,0.042421000000000
414(mW/m2/nm),0.956903000000000,0.936399000000000,0.915895000000000,0.895391000000000,0.999884750000000,1.104378500000000,1.208872250000000,1.313366000000000,1.212813500000000,1.112261000000000,1.011708500000000,0.911156000000000,0.621768333333333,0.332380666666667,0.042993000000000
415(mW/m2/nm),0.961353000000000,0.940796666666667,0.920240333333333,0.899684000000000,1.003049250000000,1.106414500000000,1.209779750000000,1.313145000000000,1.213635500000000,1.114126000000000,1.014616500000000,0.915107000000000,0.624611000000000,0.334115000000000,0.043619000000000
416(mW/m2/nm),0.957465000000000,0.936351333333333,0.915237666666667,0.894124000000000,0.995093500000000,1.096063000000000,1.197032500000000,1.298002000000000,1.201098750000000,1.104195500000000,1.007292250000000,0.910389000000000,0.621590333333333,0.332791666666667,0.043993000000000
417(mW/m2/nm),0.953985000000000,0.932336333333333,0.910687666666667,0.889039000000000,0.987720250000000,1.086401500000000,1.185082750000000,1.283764000000000,1.189348750000000,1.094933500000000,1.000518250000000,0.906103000000000,0.618859666666667,0.331616333333333,0.044373000000000
418(mW/m2/nm),0.951326000000000,0.930254666666667,0.909183333333333,0.888112000000000,0.985889500000000,1.083667000000000,1.181444500000000,1.279222000000000,1.185438500000000,1.091655000000000,0.997871500000000,0.904088000000000,0.617613333333333,0.331138666666667,0.044664000000000
419(mW/m2/nm),0.953398000000000,0.932806666666667,0.912215333333333,0.891624000000000,0.988974250000000,1.086324500000000,1.183674750000000,1.281025000000000,1.187412750000000,1.093800500000000,1.000188250000000,0.906576000000000,0.619445000000000,0.332314000000000,0.045183000000000
420(mW/m2/nm),0.956394000000000,0.935972666666667,0.915551333333333,0.895130000000000,0.992186500000000,1.089243000000000,1.186299500000000,1.283356000000000,1.189779000000000,1.096202000000000,1.002625000000000,0.909048000000000,0.621267000000000,0.333486000000000,0.045705000000000
421(mW/m2/nm),0.954079000000000,0.933548000000000,0.913017000000000,0.892486000000000,0.988774750000000,1.085063500000000,1.181352250000000,1.277641000000000,1.184551250000000,1.091461500000000,0.998371750000000,0.905282000000000,0.618824666666667,0.332367333333333,0.045910000000000
422(mW/m2/nm),0.951978000000000,0.931333333333333,0.910688666666667,0.890044000000000,0.985588000000000,1.081132000000000,1.176676000000000,1.272220000000000,1.179596000000000,1.086972000000000,0.994348000000000,0.901724000000000,0.616524333333333,0.331324666666667,0.046125000000000
423(mW/m2/nm),0.949749000000000,0.929030333333333,0.908311666666667,0.887593000000000,0.982819250000000,1.078045500000000,1.173271750000000,1.268498000000000,1.176200500000000,1.083903000000000,0.991605500000000,0.899308000000000,0.614889000000000,0.330470000000000,0.046051000000000
424(mW/m2/nm),0.947420000000000,0.926636000000000,0.905852000000000,0.885068000000000,0.980041250000000,1.075014500000000,1.169987750000000,1.264961000000000,1.172973500000000,1.080986000000000,0.988998500000000,0.897011000000000,0.613315333333333,0.329619666666667,0.045924000000000
425(mW/m2/nm),0.942347000000000,0.921683666666667,0.901020333333333,0.880357000000000,0.974442250000000,1.068527500000000,1.162612750000000,1.256698000000000,1.165711500000000,1.074725000000000,0.983738500000000,0.892752000000000,0.610431333333333,0.328110666666667,0.045790000000000
426(mW/m2/nm),0.928634000000000,0.908598666666667,0.888563333333333,0.868528000000000,0.959947250000000,1.051366500000000,1.142785750000000,1.234205000000000,1.146134250000000,1.058063500000000,0.969992750000000,0.881922000000000,0.603132666666667,0.324343333333333,0.045554000000000
427(mW/m2/nm),0.915228000000000,0.895812000000000,0.876396000000000,0.856980000000000,0.945771250000000,1.034562500000000,1.123353750000000,1.212145000000000,1.126951250000000,1.041757500000000,0.956563750000000,0.871370000000000,0.596023666666667,0.320677333333333,0.045331000000000
428(mW/m2/nm),0.909488000000000,0.890379666666667,0.871271333333333,0.852163000000000,0.939767000000000,1.027371000000000,1.114975000000000,1.202579000000000,1.118282000000000,1.033985000000000,0.949688000000000,0.865391000000000,0.592130666666667,0.318870333333333,0.045610000000000
429(mW/m2/nm),0.908345000000000,0.889388000000000,0.870431000000000,0.851474000000000,0.938612500000000,1.025751000000000,1.112889500000000,1.200028000000000,1.115694500000000,1.031361000000000,0.947027500000000,0.862694000000000,0.590518666666667,0.318343333333333,0.046168000000000
430(mW/m2/nm),0.909469000000000,0.890530333333333,0.871591666666667,0.852653000000000,0.939653000000000,1.026653000000000,1.113653000000000,1.200653000000000,1.116061250000000,1.031469500000000,0.946877750000000,0.862286000000000,0.590453333333333,0.318620666666667,0.046788000000000
431(mW/m2/nm),0.920186000000000,0.900582666666667,0.880979333333333,0.861376000000000,0.949784250000000,1.038192500000000,1.126600750000000,1.215009000000000,1.129209000000000,1.043409000000000,0.957609000000000,0.871809000000000,0.597063000000000,0.322317000000000,0.047571000000000
432(mW/m2/nm),0.930699000000000,0.910436000000000,0.890173000000000,0.869910000000000,0.959706500000000,1.049503000000000,1.139299500000000,1.229096000000000,1.142106750000000,1.055117500000000,0.968128250000000,0.881139000000000,0.603540666666667,0.325942333333333,0.048344000000000
433(mW/m2/nm),0.942187000000000,0.922150000000000,0.902113000000000,0.882076000000000,0.972431750000000,1.062787500000000,1.153143250000000,1.243499000000000,1.155859000000000,1.068219000000000,0.980579000000000,0.892939000000000,0.611754000000000,0.330569000000000,0.049384000000000
434(mW/m2/nm),0.952312000000000,0.933144666666667,0.913977333333333,0.894810000000000,0.984968750000000,1.075127500000000,1.165286250000000,1.255445000000000,1.167707750000000,1.079970500000000,0.992233250000000,0.904496000000000,0.619829666666667,0.335163333333333,0.050497000000000
435(mW/m2/nm),0.963204000000000,0.944855666666667,0.926507333333333,0.908159000000000,0.998237750000000,1.088316500000000,1.178395250000000,1.268474000000000,1.180530750000000,1.092587500000000,1.004644250000000,0.916701000000000,0.628346333333333,0.339991666666667,0.051637000000000
436(mW/m2/nm),0.987515000000000,0.969120333333333,0.950725666666667,0.932331000000000,1.024394250000000,1.116457500000000,1.208520750000000,1.300584000000000,1.210487750000000,1.120391500000000,1.030295250000000,0.940199000000000,0.644559666666667,0.348920333333333,0.053281000000000
437(mW/m2/nm),1.011500000000000,0.993060333333333,0.974620666666667,0.956181000000000,1.050201250000000,1.144221500000000,1.238241750000000,1.332262000000000,1.240042000000000,1.147822000000000,1.055602000000000,0.963382000000000,0.660556000000000,0.357730000000000,0.054904000000000
438(mW/m2/nm),1.032717000000000,1.014037000000000,0.995357000000000,0.976677000000000,1.072398750000000,1.168120500000000,1.263842250000000,1.359564000000000,1.265536500000000,1.171509000000000,1.077481500000000,0.983454000000000,0.674486000000000,0.365518000000000,0.056550000000000
439(mW/m2/nm),1.052695000000000,1.033546333333330,1.014397666666670,0.995249000000000,1.092556250000000,1.189863500000000,1.287170750000000,1.384478000000000,1.288823000000000,1.193168000000000,1.097513000000000,1.001858000000000,0.687342000000000,0.372826000000000,0.058310000000000
440(mW/m2/nm),1.072783000000000,1.053164333333330,1.033545666666670,1.013927000000000,1.112831500000000,1.211736000000000,1.310640500000000,1.409545000000000,1.312251250000000,1.214957500000000,1.117663750000000,1.020370000000000,0.700270666666667,0.380171333333333,0.060072000000000
441(mW/m2/nm),1.087727000000000,1.067200666666670,1.046674333333330,1.026148000000000,1.125347750000000,1.224547500000000,1.323747250000000,1.422947000000000,1.325601750000000,1.228256500000000,1.130911250000000,1.033566000000000,0.709503666666667,0.385441333333333,0.061379000000000
442(mW/m2/nm),1.100402000000000,1.078991333333330,1.057580666666670,1.036170000000000,1.135428750000000,1.234687500000000,1.333946250000000,1.433205000000000,1.336053250000000,1.238901500000000,1.141749750000000,1.044598000000000,0.717245333333333,0.389892666666667,0.062540000000000
443(mW/m2/nm),1.116061000000000,1.094248666666670,1.072436333333330,1.050624000000000,1.150737500000000,1.250851000000000,1.350964500000000,1.451078000000000,1.353169250000000,1.255260500000000,1.157351750000000,1.059443000000000,0.727612333333333,0.395781666666667,0.063951000000000
444(mW/m2/nm),1.134102000000000,1.112604333333330,1.091106666666670,1.069609000000000,1.171532500000000,1.273456000000000,1.375379500000000,1.477303000000000,1.377460500000000,1.277618000000000,1.177775500000000,1.077933000000000,0.740492666666667,0.403052333333333,0.065612000000000
445(mW/m2/nm),1.152238000000000,1.131039666666670,1.109841333333330,1.088643000000000,1.192381000000000,1.296119000000000,1.399857000000000,1.503595000000000,1.401817250000000,1.300039500000000,1.198261750000000,1.096484000000000,0.753411000000000,0.410338000000000,0.067265000000000
446(mW/m2/nm),1.171269000000000,1.149231666666670,1.127194333333330,1.105157000000000,1.209366000000000,1.313575000000000,1.417784000000000,1.521993000000000,1.419939500000000,1.317886000000000,1.215832500000000,1.113779000000000,0.765472000000000,0.417165000000000,0.068858000000000
447(mW/m2/nm),1.186817000000000,1.163867666666670,1.140918333333330,1.117969000000000,1.222182750000000,1.326396500000000,1.430610250000000,1.534824000000000,1.432992500000000,1.331161000000000,1.229329500000000,1.127498000000000,0.775070000000000,0.422642000000000,0.070214000000000
448(mW/m2/nm),1.196292000000000,1.173042333333330,1.149792666666670,1.126543000000000,1.230407750000000,1.334272500000000,1.438137250000000,1.542002000000000,1.440380250000000,1.338758500000000,1.237136750000000,1.135515000000000,0.780801333333334,0.426087666666667,0.071374000000000
449(mW/m2/nm),1.202268000000000,1.179676333333330,1.157084666666670,1.134493000000000,1.237966000000000,1.341439000000000,1.444912000000000,1.548385000000000,1.446358000000000,1.344331000000000,1.242304000000000,1.140277000000000,0.784402333333333,0.428527666666667,0.072653000000000
450(mW/m2/nm),1.208557000000000,1.186604000000000,1.164651000000000,1.142698000000000,1.245822000000000,1.348946000000000,1.452070000000000,1.555194000000000,1.452733500000000,1.350273000000000,1.247812500000000,1.145352000000000,0.788213000000000,0.431074000000000,0.073935000000000
451(mW/m2/nm),1.218971000000000,1.197163666666670,1.175356333333330,1.153549000000000,1.256791500000000,1.360034000000000,1.463276500000000,1.566519000000000,1.464350500000000,1.362182000000000,1.260013500000000,1.157845000000000,0.797015666666667,0.436186333333333,0.075357000000000
452(mW/m2/nm),1.228946000000000,1.207196666666670,1.185447333333330,1.163698000000000,1.267061000000000,1.370424000000000,1.473787000000000,1.577150000000000,1.475516000000000,1.373882000000000,1.272248000000000,1.170614000000000,0.805980333333333,0.441346666666667,0.076713000000000
453(mW/m2/nm),1.237700000000000,1.215987666666670,1.194275333333330,1.172563000000000,1.275964500000000,1.379366000000000,1.482767500000000,1.586169000000000,1.484745500000000,1.383322000000000,1.281898500000000,1.180475000000000,0.812956000000000,0.445437000000000,0.077918000000000
454(mW/m2/nm),1.245820000000000,1.224064666666670,1.202309333333330,1.180554000000000,1.283964000000000,1.387374000000000,1.490784000000000,1.594194000000000,1.492111500000000,1.390029000000000,1.287946500000000,1.185864000000000,0.816887333333333,0.447910666666667,0.078934000000000
455(mW/m2/nm),1.254200000000000,1.232396000000000,1.210592000000000,1.188788000000000,1.292238250000000,1.395688500000000,1.499138750000000,1.602589000000000,1.499826250000000,1.397063500000000,1.294300750000000,1.191538000000000,0.821011333333333,0.450484666666667,0.079958000000000
456(mW/m2/nm),1.257974000000000,1.235943666666670,1.213913333333330,1.191883000000000,1.295338000000000,1.398793000000000,1.502248000000000,1.605703000000000,1.502905500000000,1.400108000000000,1.297310500000000,1.194513000000000,0.823313000000000,0.452113000000000,0.080913000000000
457(mW/m2/nm),1.258284000000000,1.236023000000000,1.213762000000000,1.191501000000000,1.294772000000000,1.398043000000000,1.501314000000000,1.604585000000000,1.502100000000000,1.399615000000000,1.297130000000000,1.194645000000000,0.823659666666667,0.452674333333333,0.081689000000000
458(mW/m2/nm),1.259088000000000,1.236724666666670,1.214361333333330,1.191998000000000,1.294888750000000,1.397779500000000,1.500670250000000,1.603561000000000,1.501552750000000,1.399544500000000,1.297536250000000,1.195528000000000,0.824497000000000,0.453466000000000,0.082435000000000
459(mW/m2/nm),1.266661000000000,1.244412333333330,1.222163666666670,1.199915000000000,1.302365250000000,1.404815500000000,1.507265750000000,1.609716000000000,1.508173250000000,1.406630500000000,1.305087750000000,1.203545000000000,0.830197333333334,0.456849666666667,0.083502000000000
460(mW/m2/nm),1.274466000000000,1.252324333333330,1.230182666666670,1.208041000000000,1.310083250000000,1.412125500000000,1.514167750000000,1.616210000000000,1.515100250000000,1.413990500000000,1.312880750000000,1.211771000000000,0.836039666666667,0.460308333333333,0.084577000000000
461(mW/m2/nm),1.276440000000000,1.254753333333330,1.233066666666670,1.211380000000000,1.313196000000000,1.415012000000000,1.516828000000000,1.618644000000000,1.517842000000000,1.417040000000000,1.316238000000000,1.215436000000000,0.838756000000000,0.462076000000000,0.085396000000000
462(mW/m2/nm),1.278086000000000,1.256929000000000,1.235772000000000,1.214615000000000,1.316365750000000,1.418116500000000,1.519867250000000,1.621618000000000,1.520979750000000,1.420341500000000,1.319703250000000,1.219065000000000,0.841453000000000,0.463841000000000,0.086229000000000
463(mW/m2/nm),1.279994000000000,1.259101000000000,1.238208000000000,1.217315000000000,1.318639000000000,1.419963000000000,1.521287000000000,1.622611000000000,1.522548000000000,1.422485000000000,1.322422000000000,1.222359000000000,0.843939333333333,0.465519666666667,0.087100000000000
464(mW/m2/nm),1.280315000000000,1.259033333333330,1.237751666666670,1.216470000000000,1.316243000000000,1.416016000000000,1.515789000000000,1.615562000000000,1.517327000000000,1.419092000000000,1.320857000000000,1.222622000000000,0.844388666666667,0.466155333333333,0.087922000000000
465(mW/m2/nm),1.280874000000000,1.259203333333330,1.237532666666670,1.215862000000000,1.314115500000000,1.412369000000000,1.510622500000000,1.608876000000000,1.512435750000000,1.415995500000000,1.319555250000000,1.223115000000000,0.844994333333333,0.466873666666667,0.088753000000000
466(mW/m2/nm),1.282693000000000,1.261138333333330,1.239583666666670,1.218029000000000,1.315933000000000,1.413837000000000,1.511741000000000,1.609645000000000,1.513285500000000,1.416926000000000,1.320566500000000,1.224207000000000,0.845972333333333,0.467737666666667,0.089503000000000
467(mW/m2/nm),1.283694000000000,1.262412333333330,1.241130666666670,1.219849000000000,1.317640750000000,1.415432500000000,1.513224250000000,1.611016000000000,1.514352500000000,1.417689000000000,1.321025500000000,1.224362000000000,0.846289000000000,0.468216000000000,0.090143000000000
468(mW/m2/nm),1.283979000000000,1.262995333333330,1.242011666666670,1.221028000000000,1.318223000000000,1.415418000000000,1.512613000000000,1.609808000000000,1.513184000000000,1.416560000000000,1.319936000000000,1.223312000000000,0.845794000000000,0.468276000000000,0.090758000000000
469(mW/m2/nm),1.285693000000000,1.265022666666670,1.244352333333330,1.223682000000000,1.319353500000000,1.415025000000000,1.510696500000000,1.606368000000000,1.510364500000000,1.414361000000000,1.318357500000000,1.222354000000000,0.845420000000000,0.468486000000000,0.091552000000000
470(mW/m2/nm),1.287591000000000,1.267229000000000,1.246867000000000,1.226505000000000,1.320676750000000,1.414848500000000,1.509020250000000,1.603192000000000,1.507790750000000,1.412389500000000,1.316988250000000,1.221587000000000,0.845176333333333,0.468765666666667,0.092355000000000
471(mW/m2/nm),1.289105000000000,1.268151666666670,1.247198333333330,1.226245000000000,1.321074500000000,1.415904000000000,1.510733500000000,1.605563000000000,1.510030500000000,1.414498000000000,1.318965500000000,1.223433000000000,0.846642333333333,0.469851666666667,0.093061000000000
472(mW/m2/nm),1.292586000000000,1.270793666666670,1.249001333333330,1.227209000000000,1.323357250000000,1.419505500000000,1.515653750000000,1.611802000000000,1.515813250000000,1.419824500000000,1.323835750000000,1.227847000000000,0.849862666666667,0.471878333333333,0.093894000000000
473(mW/m2/nm),1.298294000000000,1.276213333333330,1.254132666666670,1.232052000000000,1.329225750000000,1.426399500000000,1.523573250000000,1.620747000000000,1.524172250000000,1.427597500000000,1.331022750000000,1.234448000000000,0.854576666666667,0.474705333333333,0.094834000000000
474(mW/m2/nm),1.303934000000000,1.282759666666670,1.261585333333330,1.240411000000000,1.337667750000000,1.434924500000000,1.532181250000000,1.629438000000000,1.532358000000000,1.435278000000000,1.338198000000000,1.241118000000000,0.859295666666667,0.477473333333333,0.095651000000000
475(mW/m2/nm),1.309709000000000,1.289434333333330,1.269159666666670,1.248885000000000,1.346236000000000,1.443587000000000,1.540938000000000,1.638289000000000,1.540694000000000,1.443099000000000,1.345504000000000,1.247909000000000,0.864098000000000,0.480287000000000,0.096476000000000
476(mW/m2/nm),1.315433000000000,1.294815666666670,1.274198333333330,1.253581000000000,1.350900500000000,1.448220000000000,1.545539500000000,1.642859000000000,1.545782500000000,1.448706000000000,1.351629500000000,1.254553000000000,0.868762000000000,0.482971000000000,0.097180000000000
477(mW/m2/nm),1.324451000000000,1.303228333333330,1.282005666666670,1.260783000000000,1.358289000000000,1.455795000000000,1.553301000000000,1.650807000000000,1.554188500000000,1.457570000000000,1.360951500000000,1.264333000000000,0.875592333333333,0.486851666666667,0.098111000000000
478(mW/m2/nm),1.332311000000000,1.310823666666670,1.289336333333330,1.267849000000000,1.365301750000000,1.462754500000000,1.560207250000000,1.657660000000000,1.561280500000000,1.464901000000000,1.368521500000000,1.272142000000000,0.881169000000000,0.490196000000000,0.099223000000000
479(mW/m2/nm),1.333901000000000,1.312764000000000,1.291627000000000,1.270490000000000,1.367193250000000,1.463896500000000,1.560599750000000,1.657303000000000,1.561123250000000,1.464943500000000,1.368763750000000,1.272584000000000,0.881818000000000,0.491052000000000,0.100286000000000
480(mW/m2/nm),1.335540000000000,1.314753333333330,1.293966666666670,1.273180000000000,1.369135000000000,1.465090000000000,1.561045000000000,1.657000000000000,1.561017000000000,1.465034000000000,1.369051000000000,1.273068000000000,0.882497000000000,0.491926000000000,0.101355000000000
481(mW/m2/nm),1.330773000000000,1.309962666666670,1.289152333333330,1.268342000000000,1.362209000000000,1.456076000000000,1.549943000000000,1.643810000000000,1.549453250000000,1.455096500000000,1.360739750000000,1.266383000000000,0.878308333333334,0.490233666666667,0.102159000000000
482(mW/m2/nm),1.327404000000000,1.306508666666670,1.285613333333330,1.264718000000000,1.356502500000000,1.448287000000000,1.540071500000000,1.631856000000000,1.539121000000000,1.446386000000000,1.353651000000000,1.260916000000000,0.874978333333333,0.489040666666667,0.103103000000000
483(mW/m2/nm),1.321477000000000,1.300703666666670,1.279930333333330,1.259157000000000,1.349622750000000,1.440088500000000,1.530554250000000,1.621020000000000,1.529438750000000,1.437857500000000,1.346276250000000,1.254695000000000,0.871026000000000,0.487357000000000,0.103688000000000
484(mW/m2/nm),1.313102000000000,1.292682666666670,1.272263333333330,1.251844000000000,1.341914250000000,1.431984500000000,1.522054750000000,1.612125000000000,1.521117250000000,1.430109500000000,1.339101750000000,1.248094000000000,0.866694666666667,0.485295333333333,0.103896000000000
